tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitSteps
252.00,0/1to1/1_0,90.50,13.61,109.00,0.00,gneE19_0,5.10,0.00,tripinfo_109,143.00,109,0,332.25,1.00,117.80,DEFAULT_VEHTYPE,,71
252.00,-gneE22_0,45.25,13.18,131.00,0.00,gneE23_0,5.10,0.00,tripinfo_131,121.00,131,0,286.72,1.00,99.61,DEFAULT_VEHTYPE,,75
253.00,1/0to2/0_0,90.50,13.78,98.00,24.00,-gneE7_0,5.10,0.00,tripinfo_74,155.00,74,0,440.97,1.00,123.04,DEFAULT_VEHTYPE,,83
253.00,gneE13_0,45.25,13.40,198.00,0.00,gneE23_0,5.10,0.00,tripinfo_198,55.00,198,0,185.90,1.00,41.01,DEFAULT_VEHTYPE,,23
254.00,gneE7_0,45.25,13.36,123.00,0.00,-gneE8_0,5.10,0.00,tripinfo_123,131.00,123,0,285.90,1.00,109.40,DEFAULT_VEHTYPE,,81
254.00,-gneE22_0,45.25,13.19,155.00,0.00,gneE22_0,5.10,0.00,tripinfo_155,99.00,155,0,281.50,1.00,77.90,DEFAULT_VEHTYPE,,50
254.00,gneE9_0,45.25,12.65,104.00,0.00,-gneE14_0,5.10,0.00,tripinfo_104,150.00,104,0,490.40,1.00,114.28,DEFAULT_VEHTYPE,,80
255.00,gneE14_0,45.25,13.53,84.00,0.00,1/2to0/2_0,5.10,0.00,tripinfo_84,171.00,84,0,340.97,1.00,146.00,DEFAULT_VEHTYPE,,99
256.00,gneE5_0,45.25,13.39,134.00,0.00,-gneE8_0,5.10,0.00,tripinfo_134,122.00,134,0,290.40,1.00,100.14,DEFAULT_VEHTYPE,,71
257.00,gneE14_0,45.25,12.59,27.00,0.00,gneE19_0,5.10,0.00,tripinfo_27,230.00,27,0,391.22,1.00,201.17,DEFAULT_VEHTYPE,,146
258.00,gneE13_0,45.25,13.72,34.00,0.00,gneE19_0,5.10,0.00,tripinfo_34,224.00,34,0,386.72,1.00,195.65,DEFAULT_VEHTYPE,,141
259.00,gneE7_0,45.25,12.66,191.00,17.00,-gneE8_0,5.10,0.00,tripinfo_174,68.00,174,0,285.90,1.00,46.61,DEFAULT_VEHTYPE,,25
259.00,gneE9_0,45.25,13.33,128.00,0.00,-gneE9_0,5.10,0.00,tripinfo_128,131.00,128,0,287.81,1.00,109.91,DEFAULT_VEHTYPE,,88
261.00,gneE14_0,45.25,12.80,138.00,0.00,-gneE14_0,5.10,0.00,tripinfo_138,123.00,138,0,287.81,1.00,101.59,DEFAULT_VEHTYPE,,69
264.00,gneE7_0,45.25,12.79,118.00,0.00,1/0to0/0_0,5.10,0.00,tripinfo_118,146.00,118,0,335.65,1.00,120.87,DEFAULT_VEHTYPE,,80
265.00,gneE13_0,45.25,13.37,153.00,0.00,-gneE12_0,5.10,0.00,tripinfo_153,112.00,153,0,294.90,1.00,90.48,DEFAULT_VEHTYPE,,63
266.00,gneE7_0,45.25,13.12,116.00,0.00,gneE22_0,5.10,0.00,tripinfo_116,150.00,116,0,386.18,1.00,120.99,DEFAULT_VEHTYPE,,72
268.00,gneE7_0,45.25,13.10,71.00,1.00,-gneE7_0,5.10,0.00,tripinfo_70,197.00,70,0,287.81,1.00,175.09,DEFAULT_VEHTYPE,,114
269.00,gneE5_0,45.25,13.04,75.00,0.00,gneE20_0,5.10,0.00,tripinfo_75,194.00,75,0,386.06,1.00,165.48,DEFAULT_VEHTYPE,,121
276.00,-gneE22_0,45.25,13.67,139.00,0.00,gneE20_0,5.10,0.00,tripinfo_139,137.00,139,0,290.68,1.00,115.25,DEFAULT_VEHTYPE,,95
277.00,gneE14_0,45.25,12.73,211.00,0.00,-gneE13_0,5.10,0.00,tripinfo_211,66.00,211,0,90.40,1.00,58.83,DEFAULT_VEHTYPE,,50
279.00,gneE11_0,45.25,13.59,233.00,0.00,-gneE12_0,5.10,0.00,tripinfo_233,46.00,233,0,95.72,1.00,38.69,DEFAULT_VEHTYPE,,30
279.00,-gneE19_0,45.25,13.67,144.00,0.00,gneE20_0,5.10,0.00,tripinfo_144,135.00,144,0,290.40,1.00,113.23,DEFAULT_VEHTYPE,,92
280.00,1/1to1/0_0,90.50,13.38,143.00,1.00,-gneE8_0,5.10,0.00,tripinfo_142,137.00,142,0,331.43,1.00,112.27,DEFAULT_VEHTYPE,,90
281.00,-gneE19_0,45.25,13.54,164.00,0.00,gneE20_0,5.10,0.00,tripinfo_164,117.00,164,0,290.40,1.00,95.15,DEFAULT_VEHTYPE,,74
285.00,-gneE20_0,45.25,13.61,147.00,2.00,gneE20_0,5.10,0.00,tripinfo_145,138.00,145,0,287.81,1.00,116.78,DEFAULT_VEHTYPE,,89
286.00,1/1to1/2_0,90.50,13.47,254.00,0.00,1/2to1/1_0,5.10,0.00,tripinfo_254,32.00,254,0,178.31,1.00,18.94,DEFAULT_VEHTYPE,,9
286.00,gneE7_0,45.25,13.57,275.00,0.00,-gneE5_0,5.10,0.00,tripinfo_275,11.00,275,0,95.72,1.00,3.66,DEFAULT_VEHTYPE,,0
287.00,1/1to2/1_0,90.50,12.88,191.00,1.00,2/2to1/2_0,5.10,0.00,tripinfo_190,96.00,190,0,276.96,1.00,74.70,DEFAULT_VEHTYPE,,50
287.00,-gneE20_0,45.25,12.80,172.00,0.00,gneE20_0,5.10,0.00,tripinfo_172,115.00,172,0,287.81,1.00,94.00,DEFAULT_VEHTYPE,,68
290.00,-gneE20_0,45.25,13.25,194.00,12.00,1/1to1/0_0,5.10,0.00,tripinfo_182,96.00,182,0,328.56,1.00,71.17,DEFAULT_VEHTYPE,,51
294.00,1/1to2/1_0,90.50,13.30,223.00,0.00,gneE19_0,5.10,0.00,tripinfo_223,71.00,223,0,235.93,1.00,53.22,DEFAULT_VEHTYPE,,41
295.00,gneE8_0,45.25,13.25,221.00,21.00,-gneE9_0,5.10,0.00,tripinfo_200,74.00,200,0,90.40,1.00,66.99,DEFAULT_VEHTYPE,,53
321.00,2/1to1/1_0,90.50,7.81,102.00,4.00,-gneE7_0,5.10,0.00,tripinfo_98,219.00,98,0,428.84,1.00,186.95,DEFAULT_VEHTYPE,,142
321.00,gneE13_0,45.25,13.83,69.00,2.00,gneE19_0,5.10,0.00,tripinfo_67,252.00,67,0,386.72,1.00,223.37,DEFAULT_VEHTYPE,,155
321.00,gneE11_0,45.25,13.78,163.00,0.00,gneE23_0,5.10,0.00,tripinfo_163,158.00,163,0,386.72,1.00,129.40,DEFAULT_VEHTYPE,,97
321.00,-gneE22_0,45.25,13.64,212.00,0.00,-gneE14_0,5.10,0.00,tripinfo_212,109.00,212,0,185.90,1.00,95.52,DEFAULT_VEHTYPE,,81
321.00,gneE9_0,45.25,12.93,253.00,2.00,gneE22_0,5.10,0.00,tripinfo_251,68.00,251,0,390.40,1.00,39.66,DEFAULT_VEHTYPE,,20
322.00,gneE7_0,45.25,12.63,111.00,0.00,gneE20_0,5.10,0.00,tripinfo_111,211.00,111,0,390.40,1.00,181.91,DEFAULT_VEHTYPE,,136
323.00,2/1to1/1_0,90.50,8.84,179.00,0.00,0/1to1/1_0,5.10,0.00,tripinfo_179,144.00,179,0,278.31,1.00,123.25,DEFAULT_VEHTYPE,,94
323.00,gneE13_0,45.25,13.81,106.00,0.00,gneE19_0,5.10,0.00,tripinfo_106,217.00,106,0,386.72,1.00,188.11,DEFAULT_VEHTYPE,,125
323.00,gneE11_0,45.25,12.73,188.00,0.00,gneE23_0,5.10,0.00,tripinfo_188,135.00,188,0,386.72,1.00,106.99,DEFAULT_VEHTYPE,,80
323.00,-gneE20_0,45.25,12.72,241.00,0.00,-gneE11_0,5.10,0.00,tripinfo_241,82.00,241,0,190.40,1.00,67.73,DEFAULT_VEHTYPE,,48
323.00,gneE5_0,45.25,13.54,101.00,0.00,-gneE12_0,5.10,0.00,tripinfo_101,222.00,101,0,486.06,1.00,186.38,DEFAULT_VEHTYPE,,125
325.00,0/1to1/1_0,90.50,13.44,168.00,0.00,-gneE14_0,5.10,0.00,tripinfo_168,157.00,168,0,235.65,1.00,139.09,DEFAULT_VEHTYPE,,107
325.00,gneE13_0,45.25,12.75,113.00,0.00,-gneE8_0,5.10,0.00,tripinfo_113,212.00,113,0,486.72,1.00,176.34,DEFAULT_VEHTYPE,,115
325.00,-gneE20_0,45.25,12.83,279.00,0.00,-gneE12_0,5.10,0.00,tripinfo_279,46.00,279,0,185.90,1.00,31.82,DEFAULT_VEHTYPE,,22
326.00,gneE12_0,45.25,12.84,192.00,0.00,gneE23_0,5.10,0.00,tripinfo_192,134.00,192,0,391.22,1.00,105.23,DEFAULT_VEHTYPE,,77
328.00,-gneE20_0,45.25,12.63,276.00,0.00,-gneE11_0,5.10,0.00,tripinfo_276,52.00,276,0,190.40,1.00,38.20,DEFAULT_VEHTYPE,,20
329.00,gneE7_0,45.25,13.54,186.00,3.00,2/2to2/1_0,5.10,0.00,tripinfo_183,143.00,183,0,431.15,1.00,111.86,DEFAULT_VEHTYPE,,80
329.00,gneE14_0,45.25,13.19,160.00,0.00,-gneE14_0,5.10,0.00,tripinfo_160,169.00,160,0,287.81,1.00,147.88,DEFAULT_VEHTYPE,,112
329.00,gneE8_0,45.25,13.51,244.00,0.00,-gneE12_0,5.10,0.00,tripinfo_244,85.00,244,0,290.40,1.00,63.67,DEFAULT_VEHTYPE,,47
330.00,gneE12_0,45.25,13.34,196.00,1.00,2/1to1/1_0,5.10,0.00,tripinfo_195,134.00,195,0,331.71,1.00,109.00,DEFAULT_VEHTYPE,,79
331.00,-gneE19_0,45.25,12.97,213.00,20.00,-gneE9_0,5.10,0.00,tripinfo_193,118.00,193,0,190.40,1.00,103.79,DEFAULT_VEHTYPE,,75
332.00,gneE8_0,45.25,13.88,222.00,0.00,-gneE5_0,5.10,0.00,tripinfo_222,110.00,222,0,290.56,1.00,88.20,DEFAULT_VEHTYPE,,70
334.00,gneE12_0,45.25,13.03,210.00,0.00,-gneE8_0,5.10,0.00,tripinfo_210,124.00,210,0,290.56,1.00,102.26,DEFAULT_VEHTYPE,,83
335.00,gneE11_0,45.25,13.02,269.00,0.00,-gneE8_0,5.10,0.00,tripinfo_269,66.00,269,0,294.90,1.00,44.02,DEFAULT_VEHTYPE,,30
337.00,gneE12_0,45.25,13.50,173.00,0.00,-gneE9_0,5.10,0.00,tripinfo_173,164.00,173,0,284.50,1.00,142.41,DEFAULT_VEHTYPE,,106
340.00,gneE11_0,45.25,12.76,191.00,0.00,-gneE9_0,5.10,0.00,tripinfo_191,149.00,191,0,288.84,1.00,127.09,DEFAULT_VEHTYPE,,92
342.00,-gneE23_0,45.25,13.75,124.00,0.00,-gneE9_0,5.10,0.00,tripinfo_124,218.00,124,0,391.22,1.00,188.75,DEFAULT_VEHTYPE,,136
347.00,gneE13_0,45.25,13.23,246.00,0.00,gneE23_0,5.10,0.00,tripinfo_246,101.00,246,0,185.90,1.00,87.08,DEFAULT_VEHTYPE,,59
347.00,gneE7_0,45.25,13.35,197.00,1.00,-gneE8_0,5.10,0.00,tripinfo_196,150.00,196,0,285.90,1.00,128.89,DEFAULT_VEHTYPE,,100
353.00,0/2to0/1_0,90.50,6.95,242.00,2.00,-gneE5_0,5.10,0.00,tripinfo_240,111.00,240,0,135.65,1.00,100.93,DEFAULT_VEHTYPE,,78
356.00,0/1to0/2_0,90.50,8.37,146.00,0.00,gneE19_0,5.10,0.00,tripinfo_146,210.00,146,0,329.38,1.00,185.72,DEFAULT_VEHTYPE,,137
358.00,gneE7_0,45.25,12.69,165.00,0.00,-gneE7_0,5.10,0.00,tripinfo_165,193.00,165,0,287.81,1.00,171.74,DEFAULT_VEHTYPE,,125
366.00,gneE8_0,45.25,12.81,289.00,58.00,-gneE9_0,5.10,0.00,tripinfo_231,77.00,231,0,90.40,1.00,70.13,DEFAULT_VEHTYPE,,58
366.00,-gneE20_0,45.25,13.23,239.00,0.00,gneE23_0,5.10,0.00,tripinfo_239,127.00,239,0,294.90,1.00,105.55,DEFAULT_VEHTYPE,,86
367.00,-gneE23_0,45.25,12.73,209.00,0.00,gneE20_0,5.10,0.00,tripinfo_209,158.00,209,0,294.90,1.00,135.87,DEFAULT_VEHTYPE,,115
368.00,-gneE20_0,45.25,13.04,281.00,14.00,gneE23_0,5.10,0.00,tripinfo_267,87.00,267,0,294.90,1.00,65.27,DEFAULT_VEHTYPE,,48
370.00,1/2to1/1_0,90.50,10.34,232.00,0.00,0/1to0/2_0,5.10,0.00,tripinfo_232,138.00,232,0,276.40,1.00,117.60,DEFAULT_VEHTYPE,,81
371.00,-gneE23_0,45.25,12.64,285.00,2.00,2/1to1/1_0,5.10,0.00,tripinfo_283,86.00,283,0,240.15,1.00,68.37,DEFAULT_VEHTYPE,,49
372.00,1/2to1/1_0,90.50,12.10,148.00,0.00,-gneE14_0,5.10,0.00,tripinfo_148,224.00,148,0,431.15,1.00,192.16,DEFAULT_VEHTYPE,,138
372.00,1/2to2/2_0,90.50,13.06,324.00,0.00,gneE19_0,5.10,0.00,tripinfo_324,48.00,324,0,135.93,1.00,37.12,DEFAULT_VEHTYPE,,29
374.00,1/2to1/1_0,90.50,13.42,249.00,2.00,gneE23_0,5.10,0.00,tripinfo_247,125.00,247,0,326.93,1.00,100.17,DEFAULT_VEHTYPE,,73
376.00,-gneE19_0,45.25,13.80,311.00,0.00,1/2to1/1_0,5.10,0.00,tripinfo_311,65.00,311,0,233.06,1.00,47.52,DEFAULT_VEHTYPE,,39
382.00,gneE8_0,45.25,13.17,298.00,17.00,-gneE9_0,5.10,0.00,tripinfo_281,84.00,281,0,90.40,1.00,76.90,DEFAULT_VEHTYPE,,54
410.00,0/1to0/2_0,90.50,6.63,236.00,0.00,-gneE5_0,5.10,0.00,tripinfo_236,174.00,236,0,228.56,1.00,157.24,DEFAULT_VEHTYPE,,125
411.00,0/2to0/1_0,90.50,8.25,278.00,19.00,gneE23_0,5.10,0.00,tripinfo_259,133.00,259,0,231.25,1.00,115.37,DEFAULT_VEHTYPE,,86
411.00,gneE13_0,45.25,12.93,256.00,4.00,gneE23_0,5.10,0.00,tripinfo_252,155.00,252,0,185.90,1.00,140.98,DEFAULT_VEHTYPE,,107
411.00,-gneE23_0,45.25,13.43,218.00,0.00,-gneE7_0,5.10,0.00,tripinfo_218,193.00,218,0,190.40,1.00,178.73,DEFAULT_VEHTYPE,,149
412.00,gneE7_0,45.25,13.18,235.00,0.00,2/1to2/2_0,5.10,0.00,tripinfo_235,177.00,235,0,336.47,1.00,151.80,DEFAULT_VEHTYPE,,132
412.00,gneE8_0,45.25,12.74,362.00,0.00,1/1to2/1_0,5.10,0.00,tripinfo_362,50.00,362,0,235.93,1.00,31.82,DEFAULT_VEHTYPE,,19
413.00,gneE7_0,45.25,13.81,121.00,0.00,-gneE11_0,5.10,0.00,tripinfo_121,292.00,121,0,484.34,1.00,256.37,DEFAULT_VEHTYPE,,178
413.00,gneE14_0,45.25,13.34,188.00,4.00,gneE20_0,5.10,0.00,tripinfo_184,225.00,184,0,390.68,1.00,195.91,DEFAULT_VEHTYPE,,146
415.00,gneE7_0,45.25,13.11,266.00,0.00,1/1to1/2_0,5.10,0.00,tripinfo_266,149.00,266,0,231.43,1.00,131.79,DEFAULT_VEHTYPE,,111
415.00,gneE14_0,45.25,13.26,170.00,0.00,2/0to2/1_0,5.10,0.00,tripinfo_170,245.00,170,0,431.71,1.00,212.86,DEFAULT_VEHTYPE,,157
416.00,0/1to1/1_0,90.50,13.79,232.00,3.00,0/0to0/1_0,5.10,0.00,tripinfo_229,184.00,229,0,180.90,1.00,170.66,DEFAULT_VEHTYPE,,117
416.00,-gneE19_0,45.25,13.28,400.00,0.00,0/2to1/2_0,5.10,0.00,tripinfo_400,16.00,400,0,135.93,1.00,5.80,DEFAULT_VEHTYPE,,0
417.00,-gneE23_0,45.25,13.80,134.00,2.00,gneE23_0,5.10,0.00,tripinfo_132,283.00,132,0,279.37,1.00,261.39,DEFAULT_VEHTYPE,,193
418.00,2/2to1/2_0,90.50,9.30,257.00,0.00,-gneE11_0,5.10,0.00,tripinfo_257,161.00,257,0,340.97,1.00,136.18,DEFAULT_VEHTYPE,,102
419.00,gneE8_0,45.25,13.80,315.00,0.00,-gneE11_0,5.10,0.00,tripinfo_315,104.00,315,0,294.90,1.00,82.11,DEFAULT_VEHTYPE,,65
419.00,gneE5_0,45.25,13.47,239.00,2.00,-gneE5_0,5.10,0.00,tripinfo_237,180.00,237,0,278.97,1.00,158.76,DEFAULT_VEHTYPE,,123
420.00,0/1to0/2_0,90.50,7.51,194.00,16.00,-gneE8_0,5.10,0.00,tripinfo_178,226.00,178,0,429.38,1.00,194.69,DEFAULT_VEHTYPE,,149
420.00,-gneE19_0,45.25,13.43,285.00,58.00,-gneE9_0,5.10,0.00,tripinfo_227,135.00,227,0,190.40,1.00,121.05,DEFAULT_VEHTYPE,,91
421.00,gneE5_0,45.25,13.31,219.00,0.00,gneE20_0,5.10,0.00,tripinfo_219,202.00,219,0,386.06,1.00,172.91,DEFAULT_VEHTYPE,,140
421.00,gneE12_0,45.25,13.65,312.00,0.00,-gneE8_0,5.10,0.00,tripinfo_312,109.00,312,0,290.56,1.00,87.63,DEFAULT_VEHTYPE,,69
422.00,-gneE19_0,45.25,12.70,207.00,0.00,gneE19_0,5.10,0.00,tripinfo_207,215.00,207,0,279.37,1.00,193.99,DEFAULT_VEHTYPE,,170
424.00,gneE7_0,45.25,13.60,127.00,0.00,0/0to1/0_0,5.10,0.00,tripinfo_127,297.00,127,0,428.56,1.00,265.63,DEFAULT_VEHTYPE,,181
426.00,gneE5_0,45.25,13.25,274.00,0.00,0/2to1/2_0,5.10,0.00,tripinfo_274,152.00,274,0,233.06,1.00,134.90,DEFAULT_VEHTYPE,,103
427.00,2/2to1/2_0,90.50,8.77,349.00,0.00,-gneE8_0,5.10,0.00,tripinfo_349,78.00,349,0,135.65,1.00,68.13,DEFAULT_VEHTYPE,,46
427.00,-gneE19_0,45.25,13.68,281.00,3.00,1/2to0/2_0,5.10,0.00,tripinfo_278,146.00,278,0,229.12,1.00,128.60,DEFAULT_VEHTYPE,,106
427.00,gneE8_0,45.25,13.08,322.00,0.00,-gneE5_0,5.10,0.00,tripinfo_322,105.00,322,0,290.56,1.00,82.98,DEFAULT_VEHTYPE,,63
428.00,gneE7_0,45.25,13.48,167.00,0.00,-gneE9_0,5.10,0.00,tripinfo_167,261.00,167,0,290.40,1.00,239.73,DEFAULT_VEHTYPE,,185
429.00,gneE8_0,45.25,13.28,290.00,2.00,-gneE8_0,5.10,0.00,tripinfo_288,139.00,288,0,278.97,1.00,118.14,DEFAULT_VEHTYPE,,92
430.00,-gneE19_0,45.25,12.72,344.00,2.00,-gneE8_0,5.10,0.00,tripinfo_342,86.00,342,0,185.90,1.00,71.70,DEFAULT_VEHTYPE,,50
430.00,gneE5_0,45.25,12.90,181.00,0.00,-gneE9_0,5.10,0.00,tripinfo_181,249.00,181,0,294.90,1.00,227.41,DEFAULT_VEHTYPE,,168
432.00,gneE5_0,45.25,13.28,372.00,0.00,gneE19_0,5.10,0.00,tripinfo_372,60.00,372,0,190.40,1.00,45.87,DEFAULT_VEHTYPE,,30
432.00,gneE9_0,45.25,12.90,206.00,2.00,-gneE13_0,5.10,0.00,tripinfo_204,226.00,204,0,484.34,1.00,189.94,DEFAULT_VEHTYPE,,130
433.00,0/1to0/2_0,90.50,13.64,307.00,0.00,-gneE5_0,5.10,0.00,tripinfo_307,126.00,307,0,228.56,1.00,109.24,DEFAULT_VEHTYPE,,86
433.00,-gneE19_0,45.25,12.85,292.00,43.00,-gneE9_0,5.10,0.00,tripinfo_249,141.00,249,0,190.40,1.00,126.91,DEFAULT_VEHTYPE,,98
434.00,gneE14_0,45.25,13.79,213.00,0.00,0/0to1/0_0,5.10,0.00,tripinfo_213,221.00,213,0,228.72,1.00,203.86,DEFAULT_VEHTYPE,,159
435.00,gneE7_0,45.25,13.85,293.00,4.00,-gneE8_0,5.10,0.00,tripinfo_289,142.00,289,0,285.90,1.00,121.25,DEFAULT_VEHTYPE,,89
436.00,gneE8_0,45.25,13.40,296.00,4.00,-gneE8_0,5.10,0.00,tripinfo_292,140.00,292,0,278.97,1.00,118.52,DEFAULT_VEHTYPE,,95
437.00,gneE14_0,45.25,13.01,187.00,0.00,-gneE7_0,5.10,0.00,tripinfo_187,250.00,187,0,294.90,1.00,228.41,DEFAULT_VEHTYPE,,165
438.00,gneE5_0,45.25,13.63,264.00,0.00,-gneE14_0,5.10,0.00,tripinfo_264,174.00,264,0,290.56,1.00,152.19,DEFAULT_VEHTYPE,,99
439.00,gneE8_0,45.25,13.01,341.00,0.00,-gneE8_0,5.10,0.00,tripinfo_341,98.00,341,0,278.97,1.00,76.47,DEFAULT_VEHTYPE,,52
442.00,-gneE19_0,45.25,13.07,242.00,0.00,-gneE14_0,5.10,0.00,tripinfo_242,200.00,242,0,386.18,1.00,171.26,DEFAULT_VEHTYPE,,120
442.00,-gneE23_0,45.25,13.45,205.00,0.00,gneE23_0,5.10,0.00,tripinfo_205,237.00,205,0,279.37,1.00,215.54,DEFAULT_VEHTYPE,,161
445.00,gneE14_0,45.25,13.17,238.00,0.00,1/1to1/0_0,5.10,0.00,tripinfo_238,207.00,238,0,231.31,1.00,189.48,DEFAULT_VEHTYPE,,157
456.00,-gneE19_0,45.25,13.74,382.00,1.00,1/1to1/2_0,5.10,0.00,tripinfo_381,74.00,381,0,140.15,1.00,63.82,DEFAULT_VEHTYPE,,56
457.00,-gneE20_0,45.25,13.36,162.00,0.00,-gneE13_0,5.10,0.00,tripinfo_162,295.00,162,0,384.34,1.00,266.48,DEFAULT_VEHTYPE,,209
460.00,-gneE22_0,45.25,12.86,221.00,0.00,gneE19_0,5.10,0.00,tripinfo_221,239.00,221,0,294.90,1.00,217.36,DEFAULT_VEHTYPE,,200
460.00,-gneE20_0,45.25,12.97,214.00,0.00,-gneE13_0,5.10,0.00,tripinfo_214,246.00,214,0,384.34,1.00,217.58,DEFAULT_VEHTYPE,,164
464.00,-gneE22_0,45.25,13.70,263.00,0.00,2/2to1/2_0,5.10,0.00,tripinfo_263,201.00,263,0,335.93,1.00,175.69,DEFAULT_VEHTYPE,,151
465.00,1/0to1/1_0,90.50,13.02,277.00,0.00,gneE20_0,5.10,0.00,tripinfo_277,188.00,277,0,328.84,1.00,163.37,DEFAULT_VEHTYPE,,145
469.00,1/2to1/1_0,90.50,7.02,308.00,0.00,gneE20_0,5.10,0.00,tripinfo_308,161.00,308,0,328.56,1.00,136.84,DEFAULT_VEHTYPE,,106
469.00,-gneE22_0,45.25,13.87,309.00,0.00,gneE19_0,5.10,0.00,tripinfo_309,160.00,309,0,294.90,1.00,137.97,DEFAULT_VEHTYPE,,115
473.00,1/1to1/0_0,90.50,8.65,290.00,0.00,0/1to0/2_0,5.10,0.00,tripinfo_290,183.00,290,0,372.00,1.00,155.71,DEFAULT_VEHTYPE,,109
477.00,-gneE22_0,45.25,13.33,372.00,2.00,1/2to1/1_0,5.10,0.00,tripinfo_370,105.00,370,0,240.15,1.00,86.86,DEFAULT_VEHTYPE,,71
480.00,-gneE20_0,45.25,13.32,422.00,0.00,gneE19_0,5.10,0.00,tripinfo_422,58.00,422,0,290.68,1.00,35.99,DEFAULT_VEHTYPE,,20
484.00,-gneE20_0,45.25,13.20,470.00,2.00,1/1to2/1_0,5.10,0.00,tripinfo_468,14.00,468,0,140.15,1.00,3.56,DEFAULT_VEHTYPE,,0
498.00,1/2to2/2_0,90.50,4.94,435.00,1.00,1/2to2/2_0,5.10,0.00,tripinfo_434,63.00,434,0,85.40,1.00,56.72,DEFAULT_VEHTYPE,,49
501.00,1/2to2/2_0,90.50,8.24,340.00,0.00,gneE20_0,5.10,0.00,tripinfo_340,161.00,340,0,331.15,1.00,136.52,DEFAULT_VEHTYPE,,104
501.00,gneE5_0,45.25,13.25,295.00,34.00,-gneE9_0,5.10,0.00,tripinfo_261,206.00,261,0,294.90,1.00,184.62,DEFAULT_VEHTYPE,,147
501.00,gneE9_0,45.25,13.82,403.00,0.00,gneE20_0,5.10,0.00,tripinfo_403,98.00,403,0,185.90,1.00,84.27,DEFAULT_VEHTYPE,,68
502.00,gneE14_0,45.25,13.36,176.00,0.00,-gneE14_0,5.10,0.00,tripinfo_176,326.00,176,0,287.81,1.00,304.36,DEFAULT_VEHTYPE,,230
502.00,gneE12_0,45.25,12.65,429.00,0.00,gneE20_0,5.10,0.00,tripinfo_429,73.00,429,0,186.34,1.00,58.01,DEFAULT_VEHTYPE,,43
503.00,gneE13_0,45.25,12.95,187.00,35.00,-gneE8_0,5.10,0.00,tripinfo_152,316.00,152,0,486.72,1.00,280.69,DEFAULT_VEHTYPE,,204
504.00,gneE8_0,45.25,13.30,432.00,2.00,gneE20_0,5.10,0.00,tripinfo_430,72.00,430,0,190.40,1.00,57.65,DEFAULT_VEHTYPE,,41
505.00,-gneE22_0,45.25,12.84,252.00,4.00,gneE23_0,5.10,0.00,tripinfo_248,253.00,248,0,286.72,1.00,231.59,DEFAULT_VEHTYPE,,188
506.00,2/2to2/1_0,90.50,13.06,217.00,0.00,-gneE14_0,5.10,0.00,tripinfo_217,289.00,217,0,531.15,1.00,249.75,DEFAULT_VEHTYPE,,200
508.00,-gneE23_0,45.25,13.64,156.00,0.00,-gneE11_0,5.10,0.00,tripinfo_156,352.00,156,0,380.12,1.00,322.97,DEFAULT_VEHTYPE,,260
508.00,-gneE20_0,45.25,12.77,380.00,51.00,-gneE9_0,5.10,0.00,tripinfo_329,128.00,329,0,184.62,1.00,113.55,DEFAULT_VEHTYPE,,90
509.00,0/1to0/2_0,90.50,13.56,362.00,5.00,0/0to0/1_0,5.10,0.00,tripinfo_357,147.00,357,0,185.40,1.00,132.74,DEFAULT_VEHTYPE,,105
510.00,2/2to2/1_0,90.50,12.82,449.00,0.00,gneE20_0,5.10,0.00,tripinfo_449,61.00,449,0,228.84,1.00,43.86,DEFAULT_VEHTYPE,,28
511.00,1/0to2/0_0,90.50,4.15,206.00,0.00,-gneE8_0,5.10,0.00,tripinfo_206,305.00,206,0,427.21,1.00,273.36,DEFAULT_VEHTYPE,,230
512.00,-gneE22_0,45.25,12.78,382.00,0.00,0/0to1/0_0,5.10,0.00,tripinfo_382,130.00,382,0,135.65,1.00,119.85,DEFAULT_VEHTYPE,,97
513.00,gneE11_0,45.25,13.67,410.00,0.00,-gneE8_0,5.10,0.00,tripinfo_410,103.00,410,0,294.90,1.00,80.84,DEFAULT_VEHTYPE,,62
513.00,gneE9_0,45.25,13.76,364.00,0.00,-gneE7_0,5.10,0.00,tripinfo_364,149.00,364,0,288.84,1.00,127.61,DEFAULT_VEHTYPE,,100
514.00,1/0to2/0_0,90.50,7.80,327.00,0.00,gneE19_0,5.10,0.00,tripinfo_327,187.00,327,0,335.93,1.00,162.06,DEFAULT_VEHTYPE,,132
514.00,-gneE22_0,45.25,12.90,147.00,0.00,-gneE7_0,5.10,0.00,tripinfo_147,367.00,147,0,391.22,1.00,338.17,DEFAULT_VEHTYPE,,266
514.00,-gneE19_0,45.25,12.81,448.00,0.00,-gneE8_0,5.10,0.00,tripinfo_448,66.00,448,0,185.90,1.00,52.05,DEFAULT_VEHTYPE,,24
515.00,gneE12_0,45.25,13.87,443.00,0.00,-gneE8_0,5.10,0.00,tripinfo_443,72.00,443,0,290.56,1.00,50.41,DEFAULT_VEHTYPE,,26
