tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitSteps
517.00,-gneE19_0,45.25,12.77,326.00,0.00,gneE23_0,5.10,0.00,tripinfo_326,191.00,326,0,281.96,1.00,169.57,DEFAULT_VEHTYPE,,141
517.00,gneE8_0,45.25,12.67,453.00,0.00,-gneE5_0,5.10,0.00,tripinfo_453,64.00,453,0,290.56,1.00,41.87,DEFAULT_VEHTYPE,,23
518.00,gneE7_0,45.25,13.80,189.00,0.00,-gneE12_0,5.10,0.00,tripinfo_189,329.00,189,0,490.40,1.00,293.43,DEFAULT_VEHTYPE,,233
519.00,gneE8_0,45.25,12.72,463.00,0.00,-gneE5_0,5.10,0.00,tripinfo_463,56.00,463,0,290.56,1.00,34.23,DEFAULT_VEHTYPE,,19
520.00,gneE14_0,45.25,13.25,135.00,0.00,-gneE9_0,5.10,0.00,tripinfo_135,385.00,135,0,495.72,1.00,348.63,DEFAULT_VEHTYPE,,262
522.00,gneE7_0,45.25,13.22,199.00,0.00,-gneE12_0,5.10,0.00,tripinfo_199,323.00,199,0,490.40,1.00,287.17,DEFAULT_VEHTYPE,,223
522.00,gneE11_0,45.25,13.46,337.00,0.00,0/2to1/2_0,5.10,0.00,tripinfo_337,185.00,337,0,426.93,1.00,153.65,DEFAULT_VEHTYPE,,123
523.00,2/2to1/2_0,90.50,5.62,386.00,38.00,-gneE9_0,5.10,0.00,tripinfo_348,137.00,348,0,140.15,1.00,126.81,DEFAULT_VEHTYPE,,90
523.00,gneE13_0,45.25,13.20,255.00,0.00,2/0to1/0_0,5.10,0.00,tripinfo_255,268.00,255,0,240.15,1.00,249.70,DEFAULT_VEHTYPE,,219
524.00,1/0to0/0_0,90.50,6.91,220.00,0.00,0/2to1/2_0,5.10,0.00,tripinfo_220,304.00,220,0,376.40,1.00,276.53,DEFAULT_VEHTYPE,,240
524.00,2/0to2/1_0,90.50,13.45,360.00,0.00,gneE19_0,5.10,0.00,tripinfo_360,164.00,360,0,436.75,1.00,131.68,DEFAULT_VEHTYPE,,98
524.00,gneE11_0,45.25,12.79,270.00,0.00,-gneE14_0,5.10,0.00,tripinfo_270,254.00,270,0,285.90,1.00,232.81,DEFAULT_VEHTYPE,,202
525.00,0/2to0/1_0,90.50,7.37,387.00,0.00,-gneE5_0,5.10,0.00,tripinfo_387,138.00,387,0,135.65,1.00,127.69,DEFAULT_VEHTYPE,,106
526.00,gneE11_0,45.25,13.42,120.00,0.00,0/1to0/2_0,5.10,0.00,tripinfo_120,406.00,120,0,531.79,1.00,366.88,DEFAULT_VEHTYPE,,290
527.00,gneE8_0,45.25,13.47,345.00,0.00,gneE23_0,5.10,0.00,tripinfo_345,182.00,345,0,381.84,1.00,153.56,DEFAULT_VEHTYPE,,122
528.00,gneE14_0,45.25,13.06,274.00,3.00,0/0to1/0_0,5.10,0.00,tripinfo_271,254.00,271,0,228.72,1.00,236.10,DEFAULT_VEHTYPE,,199
530.00,gneE9_0,45.25,12.90,355.00,16.00,0/0to0/1_0,5.10,0.00,tripinfo_339,175.00,339,0,435.65,1.00,142.76,DEFAULT_VEHTYPE,,109
532.00,-gneE23_0,45.25,13.25,447.00,3.00,0/0to0/1_0,5.10,0.00,tripinfo_444,85.00,444,0,135.93,1.00,73.96,DEFAULT_VEHTYPE,,53
534.00,-gneE23_0,45.25,13.49,216.00,0.00,gneE22_0,5.10,0.00,tripinfo_216,318.00,216,0,281.96,1.00,296.04,DEFAULT_VEHTYPE,,243
534.00,gneE9_0,45.25,13.45,369.00,65.00,-gneE9_0,5.10,0.00,tripinfo_304,165.00,304,0,287.81,1.00,143.61,DEFAULT_VEHTYPE,,104
537.00,0/1to0/2_0,90.50,7.17,225.00,0.00,0/0to1/0_0,5.10,0.00,tripinfo_225,312.00,225,0,373.81,1.00,284.61,DEFAULT_VEHTYPE,,213
540.00,gneE7_0,45.25,13.18,331.00,0.00,0/1to0/0_0,5.10,0.00,tripinfo_331,209.00,331,0,333.34,1.00,184.34,DEFAULT_VEHTYPE,,124
547.00,-gneE22_0,45.25,13.01,413.00,1.00,1/1to2/1_0,5.10,0.00,tripinfo_412,134.00,412,0,328.84,1.00,109.37,DEFAULT_VEHTYPE,,84
548.00,gneE11_0,45.25,13.71,380.00,0.00,-gneE12_0,5.10,0.00,tripinfo_380,168.00,380,0,95.72,1.00,160.40,DEFAULT_VEHTYPE,,148
549.00,-gneE20_0,45.25,13.36,435.00,0.00,gneE20_0,5.10,0.00,tripinfo_435,114.00,435,0,287.81,1.00,92.09,DEFAULT_VEHTYPE,,68
550.00,-gneE20_0,45.25,13.87,358.00,5.00,0/0to0/1_0,5.10,0.00,tripinfo_353,192.00,353,0,335.65,1.00,167.59,DEFAULT_VEHTYPE,,136
554.00,-gneE20_0,45.25,13.25,457.00,0.00,1/1to1/0_0,5.10,0.00,tripinfo_457,97.00,457,0,328.56,1.00,72.56,DEFAULT_VEHTYPE,,57
555.00,-gneE22_0,45.25,13.07,391.00,0.00,-gneE8_0,5.10,0.00,tripinfo_391,164.00,391,0,386.18,1.00,134.88,DEFAULT_VEHTYPE,,113
556.00,-gneE19_0,45.25,13.85,244.00,1.00,-gneE11_0,5.10,0.00,tripinfo_243,312.00,243,0,384.34,1.00,283.29,DEFAULT_VEHTYPE,,251
558.00,-gneE19_0,45.25,12.82,282.00,2.00,-gneE12_0,5.10,0.00,tripinfo_280,276.00,280,0,390.40,1.00,247.58,DEFAULT_VEHTYPE,,221
564.00,1/2to1/1_0,90.50,12.83,282.00,0.00,-gneE11_0,5.10,0.00,tripinfo_282,282.00,282,0,422.50,1.00,250.52,DEFAULT_VEHTYPE,,219
565.00,-gneE19_0,45.25,12.83,346.00,2.00,0/0to1/0_0,5.10,0.00,tripinfo_344,219.00,344,0,335.93,1.00,194.06,DEFAULT_VEHTYPE,,160
566.00,1/1to1/0_0,90.50,7.93,291.00,0.00,-gneE11_0,5.10,0.00,tripinfo_291,275.00,291,0,322.50,1.00,250.98,DEFAULT_VEHTYPE,,213
567.00,-gneE22_0,45.25,13.76,423.00,0.00,-gneE8_0,5.10,0.00,tripinfo_423,144.00,423,0,386.18,1.00,115.28,DEFAULT_VEHTYPE,,77
569.00,1/0to1/1_0,90.50,13.87,311.00,12.00,-gneE9_0,5.10,0.00,tripinfo_299,258.00,299,0,428.84,1.00,225.71,DEFAULT_VEHTYPE,,179
569.00,-gneE22_0,45.25,12.69,464.00,79.00,-gneE9_0,5.10,0.00,tripinfo_385,105.00,385,0,390.68,1.00,76.08,DEFAULT_VEHTYPE,,26
574.00,-gneE19_0,45.25,13.23,467.00,79.00,gneE22_0,5.10,0.00,tripinfo_388,107.00,388,0,294.90,1.00,85.44,DEFAULT_VEHTYPE,,68
589.00,2/1to2/0_0,90.50,6.76,335.00,0.00,gneE23_0,5.10,0.00,tripinfo_335,254.00,335,0,335.65,1.00,229.23,DEFAULT_VEHTYPE,,199
591.00,2/1to2/0_0,90.50,8.52,534.00,0.00,1/1to1/0_0,5.10,0.00,tripinfo_534,57.00,534,0,369.31,1.00,29.76,DEFAULT_VEHTYPE,,13
592.00,gneE12_0,45.25,13.71,297.00,0.00,-gneE12_0,5.10,0.00,tripinfo_297,295.00,297,0,287.81,1.00,273.07,DEFAULT_VEHTYPE,,237
592.00,gneE9_0,45.25,12.90,425.00,1.00,0/0to1/0_0,5.10,0.00,tripinfo_424,167.00,424,0,431.43,1.00,135.26,DEFAULT_VEHTYPE,,93
592.00,gneE5_0,45.25,12.80,435.00,15.00,0/0to0/1_0,5.10,0.00,tripinfo_420,157.00,420,0,235.81,1.00,139.24,DEFAULT_VEHTYPE,,99
593.00,0/0to0/1_0,90.50,8.90,298.00,0.00,0/1to0/2_0,5.10,0.00,tripinfo_298,295.00,298,0,373.91,1.00,267.51,DEFAULT_VEHTYPE,,181
593.00,gneE12_0,45.25,12.92,343.00,0.00,-gneE12_0,5.10,0.00,tripinfo_343,250.00,343,0,287.81,1.00,228.91,DEFAULT_VEHTYPE,,184
593.00,-gneE23_0,45.25,13.27,392.00,0.00,0/1to0/0_0,5.10,0.00,tripinfo_392,201.00,392,0,229.12,1.00,183.76,DEFAULT_VEHTYPE,,135
594.00,-gneE20_0,45.25,13.19,551.00,18.00,-gneE8_0,5.10,0.00,tripinfo_533,43.00,533,0,190.68,1.00,28.27,DEFAULT_VEHTYPE,,15
594.00,gneE7_0,45.25,13.77,302.00,0.00,-gneE7_0,5.10,0.00,tripinfo_302,292.00,302,0,287.81,1.00,270.41,DEFAULT_VEHTYPE,,218
594.00,gneE8_0,45.25,13.41,557.00,0.00,1/1to1/2_0,5.10,0.00,tripinfo_557,37.00,557,0,231.31,1.00,19.70,DEFAULT_VEHTYPE,,10
595.00,2/0to2/1_0,90.50,9.79,404.00,0.00,-gneE11_0,5.10,0.00,tripinfo_404,191.00,404,0,140.15,1.00,180.49,DEFAULT_VEHTYPE,,153
595.00,gneE12_0,45.25,12.69,513.00,0.00,1/1to1/0_0,5.10,0.00,tripinfo_513,82.00,513,0,235.93,1.00,64.34,DEFAULT_VEHTYPE,,47
596.00,-gneE20_0,45.25,13.57,350.00,0.00,-gneE11_0,5.10,0.00,tripinfo_350,246.00,350,0,190.40,1.00,231.39,DEFAULT_VEHTYPE,,194
596.00,-gneE23_0,45.25,13.42,208.00,0.00,-gneE12_0,5.10,0.00,tripinfo_208,388.00,208,0,386.18,1.00,359.35,DEFAULT_VEHTYPE,,308
597.00,gneE12_0,45.25,13.26,549.00,150.00,gneE22_0,5.10,0.00,tripinfo_399,48.00,399,0,190.40,1.00,33.81,DEFAULT_VEHTYPE,,20
597.00,-gneE20_0,45.25,12.85,395.00,0.00,-gneE11_0,5.10,0.00,tripinfo_395,202.00,395,0,190.40,1.00,188.15,DEFAULT_VEHTYPE,,164
598.00,gneE11_0,45.25,13.25,574.00,0.00,1/0to2/0_0,5.10,0.00,tripinfo_574,24.00,574,0,135.65,1.00,14.02,DEFAULT_VEHTYPE,,4
599.00,0/1to0/0_0,90.50,6.26,129.00,0.00,-gneE11_0,5.10,0.00,tripinfo_129,470.00,129,0,422.50,1.00,438.31,DEFAULT_VEHTYPE,,326
601.00,gneE11_0,45.25,13.27,562.00,9.00,1/0to1/1_0,5.10,0.00,tripinfo_553,39.00,553,0,324.34,1.00,14.24,DEFAULT_VEHTYPE,,2
602.00,gneE12_0,45.25,13.76,530.00,0.00,2/1to2/0_0,5.10,0.00,tripinfo_530,72.00,530,0,135.81,1.00,61.14,DEFAULT_VEHTYPE,,49
610.00,gneE14_0,45.25,12.86,284.00,0.00,2/2to2/1_0,5.10,0.00,tripinfo_284,326.00,284,0,431.43,1.00,293.61,DEFAULT_VEHTYPE,,234
612.00,1/0to0/0_0,90.50,9.44,234.00,0.00,0/2to0/1_0,5.10,0.00,tripinfo_234,378.00,234,0,379.13,1.00,350.20,DEFAULT_VEHTYPE,,251
613.00,gneE9_0,45.25,13.88,461.00,90.00,gneE23_0,5.10,0.00,tripinfo_371,152.00,371,0,386.18,1.00,122.85,DEFAULT_VEHTYPE,,103
614.00,gneE14_0,45.25,13.44,258.00,5.00,1/0to2/0_0,5.10,0.00,tripinfo_253,356.00,253,0,329.00,1.00,330.77,DEFAULT_VEHTYPE,,283
616.00,gneE9_0,45.25,13.28,467.00,74.00,gneE23_0,5.10,0.00,tripinfo_393,149.00,393,0,386.18,1.00,120.25,DEFAULT_VEHTYPE,,100
619.00,-gneE22_0,45.25,12.85,407.00,0.00,1/0to2/0_0,5.10,0.00,tripinfo_407,212.00,407,0,229.12,1.00,194.01,DEFAULT_VEHTYPE,,160
638.00,-gneE20_0,45.25,13.86,464.00,91.00,gneE23_0,5.10,0.00,tripinfo_373,174.00,373,0,294.90,1.00,152.66,DEFAULT_VEHTYPE,,128
639.00,-gneE19_0,45.25,12.62,504.00,3.00,gneE20_0,5.10,0.00,tripinfo_501,135.00,501,0,290.40,1.00,113.24,DEFAULT_VEHTYPE,,92
640.00,-gneE19_0,45.25,13.47,549.00,26.00,gneE20_0,5.10,0.00,tripinfo_523,91.00,523,0,290.40,1.00,70.01,DEFAULT_VEHTYPE,,51
642.00,-gneE19_0,45.25,13.80,552.00,20.00,gneE20_0,5.10,0.00,tripinfo_532,90.00,532,0,290.40,1.00,68.59,DEFAULT_VEHTYPE,,48
646.00,-gneE19_0,45.25,13.80,558.00,10.00,gneE20_0,5.10,0.00,tripinfo_548,88.00,548,0,290.40,1.00,66.35,DEFAULT_VEHTYPE,,43
682.00,gneE12_0,45.25,12.88,265.00,0.00,1/0to0/0_0,5.10,0.00,tripinfo_265,417.00,265,0,335.47,1.00,391.91,DEFAULT_VEHTYPE,,318
683.00,-gneE22_0,45.25,12.92,318.00,0.00,gneE23_0,5.10,0.00,tripinfo_318,365.00,318,0,286.72,1.00,343.94,DEFAULT_VEHTYPE,,270
689.00,-gneE23_0,45.25,13.35,224.00,0.00,-gneE13_0,5.10,0.00,tripinfo_224,465.00,224,0,184.62,1.00,449.92,DEFAULT_VEHTYPE,,401
698.00,-gneE23_0,45.25,12.63,321.00,2.00,gneE23_0,5.10,0.00,tripinfo_319,377.00,319,0,279.37,1.00,355.93,DEFAULT_VEHTYPE,,287
703.00,2/0to1/0_0,90.50,8.36,215.00,0.00,1/1to1/2_0,5.10,0.00,tripinfo_215,488.00,215,0,467.28,1.00,452.88,DEFAULT_VEHTYPE,,404
703.00,gneE7_0,45.25,13.61,256.00,0.00,gneE22_0,5.10,0.00,tripinfo_256,447.00,256,0,386.18,1.00,417.75,DEFAULT_VEHTYPE,,352
704.00,gneE7_0,45.25,12.73,260.00,0.00,gneE22_0,5.10,0.00,tripinfo_260,444.00,260,0,386.18,1.00,415.52,DEFAULT_VEHTYPE,,348
708.00,-gneE23_0,45.25,13.61,347.00,0.00,gneE22_0,5.10,0.00,tripinfo_347,361.00,347,0,281.96,1.00,338.98,DEFAULT_VEHTYPE,,295
708.00,gneE5_0,45.25,13.48,314.00,0.00,gneE22_0,5.10,0.00,tripinfo_314,394.00,314,0,381.84,1.00,364.98,DEFAULT_VEHTYPE,,297
708.00,-gneE19_0,45.25,13.21,551.00,184.00,-gneE14_0,5.10,0.00,tripinfo_367,157.00,367,0,386.18,1.00,128.43,DEFAULT_VEHTYPE,,92
709.00,-gneE23_0,45.25,13.68,458.00,82.00,gneE22_0,5.10,0.00,tripinfo_376,251.00,376,0,281.96,1.00,229.78,DEFAULT_VEHTYPE,,191
709.00,-gneE22_0,45.25,12.78,313.00,0.00,-gneE14_0,5.10,0.00,tripinfo_313,396.00,313,0,185.90,1.00,381.95,DEFAULT_VEHTYPE,,340
709.00,gneE14_0,45.25,13.50,287.00,0.00,-gneE8_0,5.10,0.00,tripinfo_287,422.00,287,0,491.22,1.00,386.08,DEFAULT_VEHTYPE,,307
711.00,gneE7_0,45.25,13.60,323.00,0.00,-gneE12_0,5.10,0.00,tripinfo_323,388.00,323,0,490.40,1.00,351.58,DEFAULT_VEHTYPE,,274
713.00,gneE13_0,45.25,13.59,325.00,0.00,-gneE11_0,5.10,0.00,tripinfo_325,388.00,325,0,288.84,1.00,365.56,DEFAULT_VEHTYPE,,302
715.00,gneE5_0,45.25,13.76,355.00,0.00,gneE22_0,5.10,0.00,tripinfo_355,360.00,355,0,381.84,1.00,331.34,DEFAULT_VEHTYPE,,286
719.00,gneE7_0,45.25,13.47,367.00,2.00,-gneE7_0,5.10,0.00,tripinfo_365,352.00,365,0,287.81,1.00,330.70,DEFAULT_VEHTYPE,,273
727.00,-gneE20_0,45.25,12.59,646.00,2.00,gneE22_0,5.10,0.00,tripinfo_644,81.00,644,0,290.40,1.00,59.74,DEFAULT_VEHTYPE,,49
730.00,-gneE20_0,45.25,12.87,293.00,0.00,-gneE14_0,5.10,0.00,tripinfo_293,437.00,293,0,390.40,1.00,408.06,DEFAULT_VEHTYPE,,371
731.00,gneE12_0,45.25,13.60,565.00,140.00,-gneE11_0,5.10,0.00,tripinfo_425,166.00,425,0,90.40,1.00,158.51,DEFAULT_VEHTYPE,,145
771.00,gneE13_0,45.25,13.19,367.00,21.00,gneE23_0,5.10,0.00,tripinfo_346,404.00,346,0,185.90,1.00,390.11,DEFAULT_VEHTYPE,,345
772.00,gneE5_0,45.25,13.45,301.00,0.00,gneE20_0,5.10,0.00,tripinfo_301,471.00,301,0,386.06,1.00,441.58,DEFAULT_VEHTYPE,,403
773.00,gneE14_0,45.25,13.50,458.00,102.00,gneE23_0,5.10,0.00,tripinfo_356,315.00,356,0,190.40,1.00,300.98,DEFAULT_VEHTYPE,,258
773.00,gneE7_0,45.25,13.31,554.00,133.00,gneE23_0,5.10,0.00,tripinfo_421,219.00,421,0,190.68,1.00,204.55,DEFAULT_VEHTYPE,,187
775.00,gneE14_0,45.25,12.72,290.00,5.00,2/2to2/1_0,5.10,0.00,tripinfo_285,485.00,285,0,431.43,1.00,453.18,DEFAULT_VEHTYPE,,389
776.00,gneE7_0,45.25,12.82,557.00,103.00,gneE23_0,5.10,0.00,tripinfo_454,219.00,454,0,190.68,1.00,204.15,DEFAULT_VEHTYPE,,185
778.00,gneE7_0,45.25,13.15,563.00,98.00,gneE23_0,5.10,0.00,tripinfo_465,215.00,465,0,190.68,1.00,199.96,DEFAULT_VEHTYPE,,181
786.00,0/2to0/1_0,90.50,10.64,201.00,0.00,-gneE11_0,5.10,0.00,tripinfo_201,585.00,201,0,524.91,1.00,545.89,DEFAULT_VEHTYPE,,441
786.00,-gneE23_0,45.25,12.69,406.00,0.00,2/2to1/2_0,5.10,0.00,tripinfo_406,380.00,406,0,336.47,1.00,355.21,DEFAULT_VEHTYPE,,292
786.00,gneE14_0,45.25,13.68,552.00,101.00,gneE22_0,5.10,0.00,tripinfo_451,234.00,451,0,186.34,1.00,219.52,DEFAULT_VEHTYPE,,189
788.00,-gneE23_0,45.25,12.62,378.00,0.00,1/2to2/2_0,5.10,0.00,tripinfo_378,410.00,378,0,431.79,1.00,378.27,DEFAULT_VEHTYPE,,308
788.00,gneE14_0,45.25,13.70,555.00,10.00,gneE22_0,5.10,0.00,tripinfo_545,233.00,545,0,186.34,1.00,218.34,DEFAULT_VEHTYPE,,186
792.00,0/2to0/1_0,90.50,12.64,250.00,0.00,gneE22_0,5.10,0.00,tripinfo_250,542.00,250,0,426.75,1.00,509.80,DEFAULT_VEHTYPE,,418
793.00,1/0to0/0_0,90.50,9.15,351.00,0.00,-gneE5_0,5.10,0.00,tripinfo_351,442.00,351,0,429.38,1.00,410.07,DEFAULT_VEHTYPE,,296
795.00,1/2to0/2_0,90.50,8.39,226.00,0.00,-gneE11_0,5.10,0.00,tripinfo_226,569.00,226,0,425.37,1.00,536.61,DEFAULT_VEHTYPE,,488
797.00,gneE14_0,45.25,13.26,617.00,0.00,gneE22_0,5.10,0.00,tripinfo_617,180.00,617,0,186.34,1.00,165.57,DEFAULT_VEHTYPE,,127
801.00,-gneE22_0,45.25,13.77,547.00,109.00,-gneE12_0,5.10,0.00,tripinfo_438,254.00,438,0,190.68,1.00,239.54,DEFAULT_VEHTYPE,,206
805.00,gneE5_0,45.25,13.76,483.00,0.00,0/2to0/1_0,5.10,0.00,tripinfo_483,322.00,483,0,228.72,1.00,304.05,DEFAULT_VEHTYPE,,257
817.00,-gneE20_0,45.25,12.73,560.00,99.00,gneE23_0,5.10,0.00,tripinfo_461,257.00,461,0,294.90,1.00,234.84,DEFAULT_VEHTYPE,,214
818.00,-gneE20_0,45.25,12.67,514.00,62.00,0/1to0/0_0,5.10,0.00,tripinfo_452,304.00,452,0,428.84,1.00,272.69,DEFAULT_VEHTYPE,,223
820.00,-gneE20_0,45.25,12.81,563.00,177.00,-gneE14_0,5.10,0.00,tripinfo_386,257.00,386,0,390.40,1.00,228.52,DEFAULT_VEHTYPE,,208
822.00,-gneE20_0,45.25,13.59,231.00,1.00,-gneE13_0,5.10,0.00,tripinfo_230,591.00,230,0,384.34,1.00,562.08,DEFAULT_VEHTYPE,,511
826.00,gneE7_0,45.25,12.77,728.00,163.00,-gneE5_0,5.10,0.00,tripinfo_565,98.00,565,0,95.72,1.00,90.89,DEFAULT_VEHTYPE,,81
838.00,gneE7_0,45.25,13.47,827.00,240.00,-gneE5_0,5.10,0.00,tripinfo_587,11.00,587,0,95.72,1.00,3.23,DEFAULT_VEHTYPE,,0
861.00,gneE11_0,45.25,12.96,306.00,0.00,gneE23_0,5.10,0.00,tripinfo_306,555.00,306,0,386.72,1.00,526.19,DEFAULT_VEHTYPE,,438
862.00,-gneE23_0,45.25,13.26,475.00,0.00,-gneE5_0,5.10,0.00,tripinfo_475,387.00,475,0,185.90,1.00,372.85,DEFAULT_VEHTYPE,,345
866.00,gneE13_0,45.25,13.71,734.00,1.00,gneE22_0,5.10,0.00,tripinfo_733,132.00,733,0,190.68,1.00,117.25,DEFAULT_VEHTYPE,,92
867.00,2/0to1/0_0,90.50,12.99,593.00,0.00,gneE22_0,5.10,0.00,tripinfo_593,274.00,593,0,228.84,1.00,256.30,DEFAULT_VEHTYPE,,213
874.00,2/1to2/0_0,90.50,8.12,371.00,17.00,gneE23_0,5.10,0.00,tripinfo_354,503.00,354,0,335.65,1.00,478.07,DEFAULT_VEHTYPE,,445
875.00,gneE7_0,45.25,13.58,556.00,288.00,-gneE13_0,5.10,0.00,tripinfo_268,319.00,268,0,288.84,1.00,296.68,DEFAULT_VEHTYPE,,244
877.00,gneE11_0,45.25,13.08,573.00,4.00,1/2to2/2_0,5.10,0.00,tripinfo_569,304.00,569,0,335.65,1.00,278.77,DEFAULT_VEHTYPE,,263
879.00,-gneE22_0,45.25,13.14,661.00,0.00,1/0to2/0_0,5.10,0.00,tripinfo_661,218.00,661,0,229.12,1.00,200.12,DEFAULT_VEHTYPE,,161
880.00,gneE11_0,45.25,13.19,294.00,0.00,1/0to0/0_0,5.10,0.00,tripinfo_294,586.00,294,0,330.97,1.00,561.02,DEFAULT_VEHTYPE,,459
882.00,gneE12_0,45.25,13.67,361.00,2.00,-gneE12_0,5.10,0.00,tripinfo_359,521.00,359,0,287.81,1.00,498.94,DEFAULT_VEHTYPE,,432
884.00,gneE12_0,45.25,13.26,685.00,0.00,gneE22_0,5.10,0.00,tripinfo_685,199.00,685,0,190.40,1.00,184.26,DEFAULT_VEHTYPE,,150
887.00,gneE12_0,45.25,12.87,679.00,2.00,gneE20_0,5.10,0.00,tripinfo_677,208.00,677,0,186.34,1.00,193.44,DEFAULT_VEHTYPE,,170
889.00,-gneE22_0,45.25,12.84,305.00,0.00,gneE22_0,5.10,0.00,tripinfo_305,584.00,305,0,281.50,1.00,562.67,DEFAULT_VEHTYPE,,470
890.00,gneE12_0,45.25,13.72,625.00,0.00,0/2to1/2_0,5.10,0.00,tripinfo_625,265.00,625,0,431.43,1.00,232.57,DEFAULT_VEHTYPE,,181
907.00,-gneE20_0,45.25,13.09,471.00,0.00,-gneE5_0,5.10,0.00,tripinfo_471,436.00,471,0,386.18,1.00,406.77,DEFAULT_VEHTYPE,,364
908.00,-gneE20_0,45.25,13.35,656.00,0.00,0/2to0/1_0,5.10,0.00,tripinfo_656,252.00,656,0,335.93,1.00,227.02,DEFAULT_VEHTYPE,,191
949.00,1/0to2/0_0,90.50,6.35,554.00,180.00,-gneE14_0,5.10,0.00,tripinfo_374,395.00,374,0,235.65,1.00,377.31,DEFAULT_VEHTYPE,,290
951.00,gneE11_0,45.25,13.33,320.00,0.00,-gneE14_0,5.10,0.00,tripinfo_320,631.00,320,0,285.90,1.00,610.07,DEFAULT_VEHTYPE,,522
953.00,-gneE22_0,45.25,12.99,555.00,6.00,1/0to0/0_0,5.10,0.00,tripinfo_549,398.00,549,0,230.97,1.00,380.56,DEFAULT_VEHTYPE,,320
956.00,gneE12_0,45.25,13.12,557.00,180.00,-gneE14_0,5.10,0.00,tripinfo_377,399.00,377,0,290.40,1.00,376.94,DEFAULT_VEHTYPE,,285
957.00,-gneE22_0,45.25,13.25,310.00,0.00,1/2to0/2_0,5.10,0.00,tripinfo_310,647.00,310,0,437.29,1.00,614.95,DEFAULT_VEHTYPE,,483
959.00,gneE11_0,45.25,13.03,560.00,181.00,-gneE14_0,5.10,0.00,tripinfo_379,399.00,379,0,285.90,1.00,377.28,DEFAULT_VEHTYPE,,293
960.00,0/1to0/0_0,90.50,5.72,286.00,0.00,-gneE14_0,5.10,0.00,tripinfo_286,674.00,286,0,233.06,1.00,656.58,DEFAULT_VEHTYPE,,588
960.00,gneE11_0,45.25,12.65,354.00,2.00,-gneE5_0,5.10,0.00,tripinfo_352,606.00,352,0,486.72,1.00,570.55,DEFAULT_VEHTYPE,,432
961.00,2/0to1/0_0,90.50,4.87,715.00,0.00,gneE22_0,5.10,0.00,tripinfo_715,246.00,715,0,228.84,1.00,229.16,DEFAULT_VEHTYPE,,185
972.00,0/0to1/0_0,90.50,10.66,384.00,0.00,-gneE12_0,5.10,0.00,tripinfo_384,588.00,384,0,335.47,1.00,562.97,DEFAULT_VEHTYPE,,489
972.00,-gneE22_0,45.25,13.62,390.00,1.00,-gneE5_0,5.10,0.00,tripinfo_389,582.00,389,0,386.72,1.00,553.14,DEFAULT_VEHTYPE,,442
974.00,gneE14_0,45.25,13.51,297.00,1.00,1/2to1/1_0,5.10,0.00,tripinfo_296,677.00,296,0,331.43,1.00,651.74,DEFAULT_VEHTYPE,,590
978.00,gneE14_0,45.25,13.08,794.00,1.00,gneE22_0,5.10,0.00,tripinfo_793,184.00,793,0,186.34,1.00,168.84,DEFAULT_VEHTYPE,,134
986.00,gneE8_0,45.25,13.75,471.00,77.00,gneE22_0,5.10,0.00,tripinfo_394,515.00,394,0,386.06,1.00,485.44,DEFAULT_VEHTYPE,,456
987.00,gneE8_0,45.25,12.99,598.00,0.00,1/1to1/2_0,5.10,0.00,tripinfo_598,389.00,598,0,231.31,1.00,371.37,DEFAULT_VEHTYPE,,353
989.00,gneE9_0,45.25,13.13,584.00,0.00,gneE22_0,5.10,0.00,tripinfo_584,405.00,584,0,390.40,1.00,375.93,DEFAULT_VEHTYPE,,355
1001.00,gneE13_0,45.25,13.07,578.00,147.00,-gneE14_0,5.10,0.00,tripinfo_431,423.00,431,0,95.72,1.00,415.32,DEFAULT_VEHTYPE,,389
1005.00,1/2to1/1_0,90.50,4.96,526.00,0.00,2/1to2/2_0,5.10,0.00,tripinfo_526,479.00,526,0,282.00,1.00,374.35,DEFAULT_VEHTYPE,,364
1018.00,-gneE20_0,45.25,13.13,772.00,0.00,1/1to1/0_0,5.10,0.00,tripinfo_772,246.00,772,0,328.56,1.00,221.81,DEFAULT_VEHTYPE,,205
1020.00,-gneE20_0,45.25,12.64,785.00,0.00,1/1to1/0_0,5.10,0.00,tripinfo_785,235.00,785,0,328.56,1.00,210.68,DEFAULT_VEHTYPE,,193
1022.00,-gneE19_0,45.25,13.44,791.00,0.00,gneE22_0,5.10,0.00,tripinfo_791,231.00,791,0,294.90,1.00,209.57,DEFAULT_VEHTYPE,,195
1024.00,-gneE20_0,45.25,13.76,837.00,0.00,1/1to1/0_0,5.10,0.00,tripinfo_837,187.00,837,0,328.56,1.00,162.57,DEFAULT_VEHTYPE,,152
1041.00,gneE11_0,45.25,12.95,798.00,0.00,gneE22_0,5.10,0.00,tripinfo_798,243.00,798,0,185.90,1.00,229.02,DEFAULT_VEHTYPE,,193
